week,off_team_name,player_name,receptions_avg,average_passing_yards,average_rushing_yards,average_recieving_yards,passing_tds_avg,rushing_tds_avg,recieving_tds_avg,average_fantasy_points,week_fantasy_points,bust_percent,bust_points_average,boom_percent,boom_points_average,last_three_weeks_diff,passing_target_percentage,rushing_percentage,def_team_name,epa_per_play,epa_per_rush,epa_per_pass,pass_percent,rush_percent,allowed_passing_yards,allowed_rushing_yards,sack_yards,avg_epa_against,pass_epa_against,rush_epa_against,points_against,season
15,ARI,K.Murray,0.0,220.15384615384616,34.15384615384615,0.0,1.1538461538461535,0.3076923076923077,0.0,16.99076923076923,10.06,0.0769230769230769,12.230769230769232,0.1538461538461538,28.64,-3.1707692307692312,0.0,0.0732484076433121,NE,0.0499084964948328,0.0227179491565159,0.0720296197531245,54.49804432855281,45.5019556714472,222.23076923076923,124.0,-11.615384615384617,0.0487454165491933,0.0977436322216664,-0.0081033419658307,22.692307692307693,2024
16,ARI,K.Murray,0.0,220.42857142857144,32.5,0.0,1.0714285714285714,0.2857142857142857,0.0,16.495714285714286,20.380000000000003,0.0714285714285714,11.735714285714286,0.1428571428571428,28.64,-2.7557142857142853,0.0,0.0703812316715542,CAR,0.0602812138198572,0.0239712392357664,0.0902267434206691,54.21686746987952,45.78313253012048,224.64285714285717,172.07142857142858,-13.214285714285714,0.1221828173502131,0.1180477308594845,0.1262276181097033,29.428571428571427,2024
17,ARI,K.Murray,0.0,219.2,34.53333333333333,0.0,1.0666666666666669,0.3333333333333333,0.0,16.75466666666667,16.04,0.0666666666666666,11.994666666666667,0.1333333333333333,28.64,-1.2880000000000005,0.0,0.0714285714285714,LA,0.0666753715696183,0.0452305188448079,0.0844043103567267,54.25055928411633,45.74944071588367,234.8,130.13333333333333,-17.133333333333333,0.0334333008859599,0.0653683493045664,-0.0040025214229328,23.133333333333333,2024
18,ARI,K.Murray,0.0,225.5625,34.375,0.0,1.0625,0.3125,0.0,16.71,27.88,0.0625,11.95,0.125,28.64,-1.2166666666666668,0.0,0.0731070496083551,SF,0.0628141869928432,0.03836754682867,0.0820486189710701,55.47520661157025,44.52479338842975,200.3125,123.0625,-12.375,0.0351332844539224,0.0204283885818055,0.0525117977573333,24.3125,2024
4,BUF,J.Allen,0.0,211.33333333333331,28.33333333333333,0.0,2.333333333333333,0.6666666666666666,0.0,23.953333333333333,7.300000000000001,0.3333333333333333,14.193333333333332,0.0,23.953333333333333,0.0,0.0,0.0704225352112676,BAL,0.2963116473306246,0.1044966481376841,0.5065198656242581,47.46835443037975,52.53164556962025,310.0,48.66666666666666,-23.666666666666668,-0.0098282325469346,0.0689558804998931,-0.2083641974249405,26.0,2024
5,BUF,J.Allen,0.0,203.5,26.5,0.0,1.75,0.5,0.0,19.79,14.64,0.5,11.259999999999998,0.5,31.05,-3.796666666666665,0.0,0.0769230769230769,HOU,0.202933004774048,0.0868742661953395,0.315707062072227,50.697674418604656,49.30232558139535,176.75,112.0,-23.0,-0.0617673298237832,-0.1678508722746979,0.0846740820378055,23.5,2024
6,BUF,J.Allen,0.0,189.0,32.0,0.0,1.6,0.4,0.0,18.76,24.4,0.2,11.46,0.4,31.05,-1.1400000000000006,0.0,0.0608695652173913,NYJ,0.1464428502538542,0.0828249125769488,0.2068102363706257,51.09489051094891,48.9051094890511,156.8,112.2,-24.6,-0.1847512875702375,-0.2944881613592018,-0.0542309149576056,15.8,2024
7,BUF,J.Allen,0.0,193.33333333333331,29.666666666666668,0.0,1.6666666666666667,0.5,0.0,19.7,21.02,0.1666666666666666,12.4,0.3333333333333333,31.05,-4.253333333333332,0.0,0.0704225352112676,TEN,0.1703055666601119,0.0999882815919657,0.2389077959948888,50.45317220543807,49.546827794561935,148.6,110.8,-14.2,-0.1147040910422985,-0.0937073855128664,-0.1369450457882895,18.4,2024
8,BUF,J.Allen,0.0,211.8571428571429,25.571428571428573,0.0,1.7142857142857142,0.4285714285714285,0.0,19.888571428571428,19.82,0.2857142857142857,11.358571428571429,0.2857142857142857,31.05,0.1314285714285716,0.0,0.0745341614906832,SEA,0.1773516486414003,0.0833672115504122,0.262792045996844,52.2077922077922,47.79220779220779,200.28571428571428,145.0,-20.857142857142858,-0.0392922213148863,-0.0757519793528615,0.004459488330684,22.0,2024
9,BUF,J.Allen,0.0,220.75,25.5,0.0,1.75,0.375,0.0,19.880000000000003,20.1,0.25,11.350000000000003,0.25,31.05,1.8666666666666671,0.0,0.0894736842105263,MIA,0.1976397949102304,0.1100656211009201,0.2769451626087903,52.328159645232816,47.671840354767184,180.42857142857144,123.71428571428572,-8.857142857142858,-0.0290836261337028,0.0180656730327087,-0.0777538704345147,21.0,2024
10,BUF,J.Allen,0.0,222.33333333333331,23.444444444444443,0.0,1.8888888888888888,0.3333333333333333,0.0,19.904444444444447,18.200000000000003,0.2222222222222222,11.374444444444446,0.2222222222222222,31.050000000000004,0.4088888888888888,0.0,0.0865384615384615,IND,0.1922552010216091,0.1041577705431283,0.2667493517938539,54.11764705882353,45.88235294117647,246.44444444444449,146.11111111111111,-16.77777777777778,-0.0307400270880299,0.0471804638007814,-0.112677038125749,21.444444444444443,2024
11,BUF,J.Allen,0.0,228.1,26.1,0.0,1.7,0.4,0.0,19.734,23.98,0.1,12.434,0.2,31.05,-0.3606666666666669,0.0,0.0978723404255319,KC,0.1681920137051541,0.1149696425347458,0.2125154675094489,54.40414507772021,45.59585492227979,216.66666666666663,82.11111111111111,-10.88888888888889,-0.0261689294710319,0.0444515562609481,-0.1335120677836417,17.88888888888889,2024
13,BUF,J.Allen,0.0,231.1818181818182,28.727272727272727,0.0,1.6363636363636365,0.4545454545454545,0.0,20.12,21.72,0.1818181818181818,11.59,0.1818181818181818,31.05,0.6400000000000006,0.0,0.1081081081081081,SF,0.1613505145286127,0.1078087142406826,0.2052822480981965,54.78395061728395,45.21604938271605,203.45454545454547,111.63636363636364,-12.363636363636363,-0.0101620873133432,-0.0268620012006974,0.0113516807550633,23.63636363636364,2024
14,BUF,J.Allen,0.0,224.25,27.83333333333333,0.0,1.6666666666666667,0.5,0.0,20.25333333333333,51.88,0.1666666666666666,11.723333333333333,0.1666666666666666,31.05,1.0466666666666669,0.0,0.1023890784982935,LA,0.1754777092120709,0.1302092028486239,0.2151029871399662,53.20970042796006,46.79029957203994,231.83333333333331,144.33333333333334,-19.416666666666668,0.0376022230074524,0.0612110312071687,0.0132151024495037,24.166666666666668,2024
15,BUF,J.Allen,0.0,233.30769230769232,32.0,0.0,1.7692307692307692,0.6923076923076923,0.0,22.686153846153847,41.28,0.1538461538461538,14.156153846153844,0.0769230769230769,51.88000000000001,9.840512820512824,0.0,0.1147540983606557,DET,0.1896787236698049,0.132912198862509,0.2369375546670119,54.3046357615894,45.6953642384106,237.7692307692308,91.53846153846152,-16.076923076923077,-0.1365979663428329,-0.1689253555665406,-0.0798770160199174,17.384615384615383,2024
16,BUF,J.Allen,0.0,242.5,34.57142857142857,0.0,1.7857142857142858,0.7857142857142857,0.0,24.01428571428572,11.16,0.1428571428571428,15.484285714285717,0.1428571428571428,46.580000000000005,14.279047619047612,0.0,0.122754491017964,NE,0.2088489477020396,0.1519633223422282,0.256903014786812,54.01459854014598,45.98540145985402,222.92857142857144,126.85714285714286,-10.785714285714286,0.0587997603414952,0.1138384809673832,-0.004501770760035,23.214285714285715,2024
17,BUF,J.Allen,0.0,236.6,34.266666666666666,0.0,1.7333333333333334,0.7333333333333333,0.0,23.157333333333334,22.98,0.2,13.750666666666666,0.1333333333333333,46.580000000000005,11.616,0.0,0.1204481792717086,NYJ,0.198218618432965,0.1446015679688653,0.2437014582497334,53.86363636363637,46.13636363636363,203.66666666666663,118.06666666666666,-19.0,0.0194291359958854,0.0148992203461004,0.0246834056994546,22.133333333333333,2024
18,BUF,J.Allen,0.0,233.1875,33.1875,0.0,1.75,0.75,0.0,23.14625,0.0,0.1875,13.739583333333336,0.125,46.57999999999999,1.9937499999999984,0.0,0.121761658031088,NE,0.1935832147603115,0.1188796566514702,0.258024465896625,53.40425531914895,46.59574468085106,222.25,129.875,-9.5625,0.0735903311003448,0.1351578633920289,0.0031117086085487,23.9375,2024
4,BAL,L.Jackson,0.0,234.0,84.66666666666667,0.0,1.0,0.3333333333333333,0.0,22.493333333333336,23.64,0.0,22.493333333333336,0.0,22.493333333333336,0.0,0.0,0.2117647058823529,BUF,0.1358072235726913,0.1681765979137377,0.1005921899489156,47.15025906735752,52.84974093264248,187.66666666666663,116.66666666666669,-27.33333333333333,-0.1917784526919494,-0.364233106077574,0.1018605517214111,16.0,2024
5,BAL,L.Jackson,0.0,214.5,77.0,0.0,1.25,0.5,0.0,22.78,33.42,0.0,22.78,0.0,22.78,-0.7800000000000011,0.0,0.2033898305084746,CIN,0.1766234286932127,0.1784839902028828,0.1743907548816086,44.93927125506073,55.06072874493927,186.5,144.25,-5.25,0.0916744878839255,0.0931491057770764,0.0902598138075693,24.5,2024
6,BAL,L.Jackson,0.0,241.2,72.6,0.0,1.8,0.4,0.0,24.908000000000005,18.92,0.0,24.908000000000005,0.0,24.908000000000005,2.7719999999999985,0.0,0.2108843537414966,WAS,0.1972591541531938,0.1477925487192316,0.2509564561045342,47.6780185758514,52.32198142414861,213.8,129.6,-16.8,0.0874640987237233,0.1662004752749764,-0.0147661966371778,23.0,2024
7,BAL,L.Jackson,0.0,254.83333333333331,67.16666666666667,0.0,1.6666666666666667,0.3333333333333333,0.0,23.91,34.44,0.0,23.91,0.0,23.91,1.416666666666668,0.0,0.2111111111111111,TB,0.192604578216279,0.1202136350840612,0.2730389594742987,47.15025906735752,52.84974093264248,266.3333333333333,111.66666666666669,-20.0,-0.0126786362111709,-0.0706390558380306,0.0932346485746012,22.166666666666668,2024
8,BAL,L.Jackson,0.0,258.57142857142856,65.0,0.0,2.142857142857143,0.2857142857142857,0.0,25.414285714285715,24.16,0.0,25.414285714285715,0.0,25.414285714285715,3.5123809523809517,0.0,0.2107843137254902,CLE,0.2247342295869484,0.1043722350630576,0.358733297382019,46.81818181818182,53.18181818181819,206.57142857142856,121.0,-14.857142857142858,-0.0255094971028744,-0.0144779692746398,-0.0384595515099324,22.285714285714285,2024
9,BAL,L.Jackson,0.0,262.375,62.625,0.0,2.125,0.25,0.0,25.2575,23.6,0.0,25.2575,0.0,25.2575,0.5824999999999996,0.0,0.2197309417040358,DEN,0.2090839906675122,0.0876533593540496,0.3330235193221622,49.0,51.0,188.875,104.875,-21.0,-0.1956737535628554,-0.2828024147140709,-0.0680302649763247,15.0,2024
10,BAL,L.Jackson,0.0,264.3333333333333,56.11111111111112,0.0,2.2222222222222223,0.2222222222222222,0.0,25.07333333333333,30.9,0.0,25.07333333333333,0.0,25.07333333333333,2.326666666666661,0.0,0.1976284584980237,CIN,0.2244611321977321,0.0839580025757478,0.375231798215169,47.920433996383366,52.07956600361664,220.77777777777777,130.22222222222223,-10.88888888888889,0.0462074876561549,0.0358962783778366,0.058386387671678,23.88888888888889,2024
11,BAL,L.Jackson,0.0,266.9,53.8,0.0,2.4,0.2,0.0,25.656,14.88,0.0,25.656,0.0,25.656,0.5640000000000001,0.0,0.1963636363636363,PIT,0.2325679011359041,0.0705950469490277,0.4000688390834248,48.77250409165303,51.227495908346974,233.0,86.44444444444444,-18.88888888888889,-0.083327847445458,-0.0405302323975947,-0.1518892009052191,16.22222222222222,2024
12,BAL,L.Jackson,0.0,261.45454545454544,53.09090909090909,0.0,2.272727272727273,0.1818181818181818,0.0,24.67636363636364,22.58,0.0,24.67636363636364,0.0,24.67636363636364,-1.549696969696971,0.0,0.1945392491467577,LAC,0.206214528340818,0.0688967711450797,0.3406017236451839,50.22556390977444,49.77443609022557,218.4,109.1,-17.3,-0.1174496856832977,-0.1444214116469968,-0.0733798120104681,14.3,2024
13,BAL,L.Jackson,0.0,254.41666666666663,49.91666666666666,0.0,2.25,0.25,0.0,24.501666666666665,25.380000000000003,0.0,24.501666666666665,0.0,24.501666666666665,-1.715,0.0,0.1926605504587156,PHI,0.2196216463536207,0.0965214682683365,0.3441246754712157,49.447513812154696,50.5524861878453,194.63636363636363,99.1818181818182,-21.454545454545453,-0.0962041274246308,-0.0860926065653346,-0.1119057573768714,17.0,2024
15,BAL,L.Jackson,0.0,253.07692307692307,52.15384615384615,0.0,2.230769230769231,0.2307692307692307,0.0,24.569230769230767,36.1,0.0,24.569230769230767,0.0,24.569230769230767,-3.6225641025641018,0.0,0.1875,NYG,0.1979099306622592,0.08718213973979,0.3072181345216199,49.937106918239,50.06289308176101,208.7692307692308,141.84615384615384,-19.0,0.0364181463280716,0.0179340809548531,0.0573874641884455,20.692307692307693,2024
16,BAL,L.Jackson,0.0,255.7142857142857,53.07142857142857,0.0,2.4285714285714284,0.2142857142857142,0.0,25.392857142857142,20.48,0.0714285714285714,10.512857142857143,0.0714285714285714,36.1,2.627142857142857,0.0,0.1863517060367454,PIT,0.2149933893974163,0.0863318242376236,0.3427315461948181,49.824150058616645,50.17584994138336,237.07142857142856,93.85714285714286,-16.785714285714285,-0.0536395260310611,-0.0254390605036958,-0.0975069168514072,18.5,2024
17,BAL,L.Jackson,0.0,252.46666666666667,51.0,0.0,2.466666666666667,0.2,0.0,25.06533333333333,29.42,0.0666666666666666,10.185333333333336,0.0666666666666666,36.1,2.254666666666669,0.0,0.1831325301204819,HOU,0.2094137269044295,0.0843846697660587,0.3367108848525667,49.23245614035088,50.76754385964912,218.46666666666667,104.86666666666666,-21.133333333333333,-0.0897373495697747,-0.1022242062243542,-0.0706048269085563,21.666666666666668,2024
18,BAL,L.Jackson,0.0,247.1875,53.25,0.0,2.4375,0.25,0.0,25.3375,22.98,0.0625,10.457500000000003,0.0625,36.1,3.3291666666666657,0.0,0.1710526315789473,CLE,0.2146857765683349,0.0968641165018733,0.3412540227532673,47.99588900308325,52.00411099691675,225.75,122.6875,-16.6875,0.0067083508611741,0.0531676943838624,-0.049439196997999,23.875,2024
4,KC,P.Mahomes,0.3333333333333333,219.66666666666663,16.333333333333332,0.6666666666666666,1.6666666666666667,0.0,0.0,14.82,13.0,0.0,14.82,0.0,14.82,1.7763568394002505e-15,0.0109890109890109,0.0,LAC,0.0372709871055774,0.0947952225656117,-0.0116858090306218,54.49438202247191,45.50561797752809,182.66666666666663,90.33333333333331,-20.0,-0.264624435392485,-0.2604479847145257,-0.2704591826631635,11.0,2024
5,KC,P.Mahomes,0.25,226.0,15.25,0.5,1.5,0.0,0.0,14.365000000000002,13.44,0.0,14.365000000000002,0.0,14.365000000000002,-0.2583333333333346,0.0083333333333333,0.0,NO,0.0032351773376235,0.033750771933356,-0.021467923049398,55.36480686695279,44.63519313304721,250.75,97.5,-18.5,-0.1574848105292644,-0.2328308165649203,-0.0077587728943071,16.0,2024
7,KC,P.Mahomes,0.2,247.0,16.6,0.4,1.2,0.0,0.0,14.18,12.06,0.0,14.18,0.0,14.18,0.0933333333333319,0.0062893081761006,0.0,SF,0.0345454605945391,0.0748661808418508,0.0014679835054271,54.83870967741935,45.16129032258064,224.33333333333331,102.0,-12.666666666666666,-0.0323935444264819,-0.0390031256279472,-0.0224298473914371,21.666666666666668,2024
8,KC,P.Mahomes,0.1666666666666666,231.5,20.33333333333333,0.3333333333333333,1.0,0.1666666666666666,0.0,13.826666666666668,18.18,0.0,13.826666666666668,0.0,13.826666666666668,-0.993333333333334,0.0053763440860215,0.0,LV,0.0322641986586204,0.100091049573809,-0.0279494342967001,52.92553191489362,47.07446808510639,196.28571428571428,130.28571428571428,-18.571428571428573,-0.0197803480638342,-0.0395834545918793,0.0035238601708265,23.571428571428573,2024
9,KC,P.Mahomes,0.1428571428571428,235.8571428571429,19.857142857142858,0.2857142857142857,1.1428571428571428,0.1428571428571428,0.0,14.44857142857143,24.54,0.0,14.44857142857143,0.0,14.44857142857143,0.1114285714285703,0.0045045045045045,0.0,TB,0.0515504811587133,0.0901728658750973,0.0183982195995854,53.86363636363637,46.13636363636363,268.75,127.0,-18.5,0.0713034651835562,0.0677779397596942,0.0769589955510014,25.625,2024
10,KC,P.Mahomes,0.125,242.75,18.5,0.25,1.375,0.125,0.0,15.71,16.54,0.0,15.71,0.0,15.71,2.5500000000000007,0.0037593984962406,0.0,DEN,0.0658345919503737,0.0734187754355593,0.059491947398706,54.49330783938815,45.506692160611856,195.11111111111111,107.33333333333331,-19.88888888888889,-0.1431393769582387,-0.2118730921261802,-0.0510006467115583,17.88888888888889,2024
11,KC,P.Mahomes,0.1111111111111111,245.33333333333331,18.55555555555556,0.2222222222222222,1.3333333333333333,0.1111111111111111,0.0,15.802222222222223,15.84,0.0,15.802222222222223,0.0,15.802222222222223,3.951111111111109,0.0032467532467532,0.0,BUF,0.0588302135115434,0.0534847787739607,0.0629823248979226,56.292517006802726,43.70748299319728,225.4,120.2,-17.0,-0.0627183567347081,-0.0502062606523006,-0.0809502681690733,19.3,2024
12,KC,P.Mahomes,0.1,240.4,16.7,0.2,1.5,0.1,0.0,15.806,28.76,0.0,15.806,0.0,15.806,3.167333333333332,0.0029411764705882,0.0,CAR,0.0694762077912757,0.0521045231174323,0.0825170015492025,57.1875,42.8125,232.3,159.7,-7.1,0.1155409017009718,0.1379006033744674,0.0940647140753651,30.4,2024
13,KC,P.Mahomes,0.0909090909090909,243.0,20.63636363636364,0.1818181818181818,1.6363636363636365,0.0909090909090909,0.0,16.983636363636364,16.64,0.0,16.983636363636364,0.0909090909090909,28.759999999999994,3.3963636363636347,0.0026595744680851,0.0,LV,0.0878998003925229,0.074627654145106,0.0976393106984632,57.6271186440678,42.3728813559322,220.45454545454547,115.8181818181818,-16.0,0.0425773539686112,0.1029184878236536,-0.035823626286708,26.90909090909091,2024
14,KC,P.Mahomes,0.0833333333333333,248.25,19.25,0.1666666666666666,1.5833333333333333,0.0833333333333333,0.0,16.955,14.1,0.0,16.955,0.0833333333333333,28.76,3.458333333333332,0.002375296912114,0.0,LAC,0.0767247504846686,0.0580867004023892,0.0895074839481789,59.2496765847348,40.7503234152652,217.16666666666663,117.91666666666669,-15.333333333333334,-0.092641017590369,-0.1291873995679567,-0.0393131336842972,15.5,2024
15,KC,P.Mahomes,0.0769230769230769,245.30769230769232,19.07692307692308,0.1538461538461538,1.5384615384615383,0.0769230769230769,0.0,16.735384615384614,15.760000000000002,0.0,16.735384615384614,0.0769230769230769,28.76,3.097948717948718,0.0021834061135371,0.0,CLE,0.0749720337448097,0.0623170539857732,0.0835115729318018,59.569377990430624,40.430622009569376,230.69230769230768,125.92307692307692,-15.846153846153848,0.020161722408239,0.0634839599497629,-0.0317742933579153,24.384615384615383,2024
16,KC,P.Mahomes,0.0714285714285714,239.14285714285717,18.714285714285715,0.1428571428571428,1.5714285714285714,0.0714285714285714,0.0,16.665714285714284,23.700000000000003,0.0,16.665714285714284,0.0714285714285714,28.76,-1.1657142857142837,0.002008032128514,0.0030211480362537,HOU,0.0625695629397877,0.047943383407875,0.0726044417539759,59.18591859185919,40.814081408140815,215.5,103.35714285714286,-22.0,-0.1091803470390574,-0.1295185993054483,-0.0781506872368597,21.285714285714285,2024
17,KC,P.Mahomes,0.0666666666666666,240.53333333333333,19.666666666666668,0.1333333333333333,1.5333333333333334,0.1333333333333333,0.0,17.134666666666664,26.0,0.0,17.134666666666664,0.0666666666666666,28.76,0.718666666666671,0.0018552875695732,0.0028248587570621,PIT,0.0686809368606893,0.0464483100074689,0.0838254614244684,59.3654042988741,40.634595701125896,234.13333333333333,101.93333333333334,-16.266666666666666,-0.0419489310472588,-0.0144090561353221,-0.0824894731662272,19.133333333333333,2024
18,KC,P.Mahomes,0.0625,245.5,19.1875,0.125,1.625,0.125,0.0,17.68875,0.0,0.0,17.68875,0.0625,28.76,4.131250000000005,0.0017361111111111,0.0026881720430107,DEN,0.0804346490265819,0.0445297333448446,0.1045674612061102,59.74903474903475,40.25096525096525,244.0625,100.875,-20.8125,-0.1114047281452659,-0.1258099875686725,-0.0879731552724101,19.4375,2024
4,NO,D.Carr,0.0,195.0,5.666666666666667,0.0,2.0,0.3333333333333333,0.0,17.033333333333335,8.06,0.0,17.033333333333335,0.0,17.033333333333335,0.0,0.0,0.0204081632653061,ATL,0.1622498355694757,0.047547128325344,0.3317359253779688,40.588235294117645,59.41176470588236,181.0,144.33333333333334,-9.0,0.0121992528256414,0.002030749264768,0.0214792463666326,20.33333333333333,2024
5,NO,D.Carr,0.0,206.0,5.5,0.0,1.5,0.25,0.0,14.79,12.6,0.0,14.79,0.0,14.79,-2.1700000000000017,0.0,0.0310077519379844,KC,0.1204880604564996,0.0553951477850638,0.203276133854151,44.16666666666666,55.833333333333336,234.0,99.25,-7.25,-0.0201759392517269,0.0385932922485861,-0.1002634213943105,18.0,2024
6,NO,D.Carr,0.0,197.8,4.4,0.0,1.6,0.2,0.0,14.352,0.0,0.0,14.352,0.0,14.352,-4.8053333333333335,0.0,0.028169014084507,TB,0.0810853441711743,0.0330698552645182,0.1315188792817628,48.797250859106526,51.20274914089347,271.0,117.8,-19.8,0.0588530721466241,0.010151584355019,0.1455252114367687,22.4,2024
7,NO,D.Carr,0.0,197.8,4.4,0.0,1.6,0.2,0.0,14.352,0.0,0.0,14.352,0.0,14.352,-4.8053333333333335,0.0,0.025,DEN,-0.0033633960179949,0.003687665095512,-0.0097979709139275,52.38095238095239,47.61904761904761,188.66666666666663,112.0,-20.5,-0.1568727692113584,-0.221142027218967,-0.0721176852138243,16.0,2024
8,NO,D.Carr,0.0,197.8,4.4,0.0,1.6,0.2,0.0,14.352,0.0,0.0,14.352,0.0,14.352,-4.8053333333333335,0.0,0.0225988700564971,LAC,-0.0586892995717164,0.0096429251966096,-0.1147337119913523,54.976303317535546,45.02369668246445,190.66666666666663,110.0,-14.5,-0.1555510963639694,-0.1601961741655312,-0.1491168034092135,13.833333333333334,2024
9,NO,D.Carr,0.0,197.8,4.4,0.0,1.6,0.2,0.0,14.352,13.44,0.0,14.352,0.0,14.352,-4.8053333333333335,0.0,0.0204081632653061,CAR,-0.0803986569532183,-0.0043582898612224,-0.1383341747375963,56.93877551020409,43.06122448979592,237.125,154.125,-6.25,0.1435062067015244,0.2070897106958166,0.0826548063944869,33.125,2024
10,NO,D.Carr,0.0,204.16666666666663,3.6666666666666665,0.0,1.5,0.1666666666666666,0.0,14.2,20.46,0.0,14.2,0.0,14.2,-2.833333333333334,0.0,0.0169491525423728,ATL,-0.0491729469179035,0.0294989776995674,-0.1129331995490564,55.39823008849557,44.60176991150443,220.33333333333331,127.88888888888889,-5.666666666666667,0.0244885709863615,0.0448489575268464,-0.001840924861173,23.11111111111111,2024
11,NO,D.Carr,0.0,213.42857142857144,5.571428571428571,0.0,1.5714285714285714,0.1428571428571428,0.0,15.094285714285714,18.72,0.0,15.094285714285714,0.0,15.094285714285714,0.4057142857142857,0.0,0.0193050193050193,CLE,-0.0451523527204027,0.0023940400240698,-0.0846057424445395,54.87012987012987,45.12987012987013,224.0,118.77777777777776,-18.444444444444443,-0.0037340177206918,0.0234228181992203,-0.0382207960791643,23.0,2024
