week,off_team_name,player_name,receptions_avg,average_passing_yards,average_rushing_yards,average_recieving_yards,passing_tds_avg,rushing_tds_avg,recieving_tds_avg,average_fantasy_points,week_fantasy_points,bust_percent,bust_points_average,boom_percent,boom_points_average,last_three_weeks_diff,passing_target_percentage,rushing_percentage,def_team_name,epa_per_play,epa_per_rush,epa_per_pass,pass_percent,rush_percent,allowed_passing_yards,allowed_rushing_yards,sack_yards,avg_epa_against,pass_epa_against,rush_epa_against,points_against
9,BUF,J.Allen,0.0,220.75,25.5,0.0,1.75,0.375,0.0,19.880000000000003,0,0.25,8.53,0.25,31.049999999999997,1.8666666666666671,0.0,0.08947368421052632,MIA,0.1976397949102304,0.11006562110092014,0.2769451626087903,52.328159645232816,47.671840354767184,180.42857142857142,123.71428571428571,-8.857142857142858,-0.029083626133702835,0.018065673032708732,-0.07775387043451473,21.0
10,BUF,J.Allen,0.0,222.33333333333334,23.444444444444443,0.0,1.8888888888888888,0.3333333333333333,0.0,20.12666666666667,0,0.2222222222222222,8.530000000000001,0.2222222222222222,31.049999999999997,0.8533333333333317,0.0,0.08653846153846154,IND,0.19225520102160915,0.10415777054312832,0.26674935179385395,54.11764705882353,45.88235294117647,246.44444444444446,146.11111111111111,-16.77777777777778,-0.030740027088029906,0.047180463800781405,-0.112677038125749,21.444444444444443
11,BUF,J.Allen,0.0,228.1,26.1,0.0,1.7,0.4,0.0,19.934,0,0.2,8.530000000000001,0.2,31.05,0.10600000000000165,0.0,0.09787234042553192,KC,0.1681920137051541,0.11496964253474587,0.21251546750944897,54.40414507772021,45.59585492227979,216.66666666666666,82.11111111111111,-10.88888888888889,-0.02616892947103197,0.044451556260948114,-0.1335120677836417,17.88888888888889
13,BUF,J.Allen,0.0,231.1818181818182,28.727272727272727,0.0,1.6363636363636365,0.45454545454545453,0.0,20.30181818181818,0,0.18181818181818182,8.530000000000001,0.18181818181818182,31.05,1.124848484848485,0.0,0.10810810810810811,SF,0.16135051452861277,0.10780871424068263,0.20528224809819653,54.78395061728395,45.21604938271605,203.45454545454547,111.63636363636364,-12.363636363636363,-0.010162087313343214,-0.026862001200697476,0.011351680755063358,23.636363636363637
14,BUF,J.Allen,0.0,224.25,27.833333333333332,0.0,1.6666666666666667,0.5,0.0,20.419999999999998,0,0.16666666666666666,8.530000000000001,0.16666666666666666,31.05,0.8800000000000026,0.0,0.10238907849829351,LA,0.1754777092120709,0.13020920284862395,0.2151029871399662,53.20970042796006,46.79029957203994,231.83333333333334,144.33333333333334,-19.416666666666668,0.03760222300745244,0.06121103120716871,0.013215102449503765,24.166666666666668
15,BUF,J.Allen,0.0,233.30769230769232,32.0,0.0,1.7692307692307692,0.6923076923076923,0.0,22.84,0,0.23076923076923078,10.566666666666666,0.23076923076923078,37.99333333333334,9.686666666666671,0.0,0.11475409836065574,DET,0.18967872366980498,0.13291219886250907,0.23693755466701194,54.3046357615894,45.6953642384106,237.76923076923077,91.53846153846153,-16.076923076923077,-0.13659796634283297,-0.1689253555665406,-0.07987701601991742,17.384615384615383
16,BUF,J.Allen,0.0,242.5,34.57142857142857,0.0,1.7857142857142858,0.7857142857142857,0.0,24.157142857142862,0,0.21428571428571427,10.566666666666666,0.2857142857142857,38.815000000000005,14.136190476190468,0.0,0.12275449101796407,NE,0.20884894770203968,0.1519633223422282,0.256903014786812,54.01459854014598,45.98540145985402,222.92857142857142,126.85714285714286,-10.785714285714286,0.05879976034149524,0.11383848096738328,-0.004501770760035049,23.214285714285715
17,BUF,J.Allen,0.0,236.6,34.266666666666666,0.0,1.7333333333333334,0.7333333333333333,0.0,23.290666666666667,0,0.26666666666666666,10.715000000000002,0.26666666666666666,38.815,11.482666666666667,0.0,0.12044817927170869,NYJ,0.19821861843296504,0.1446015679688653,0.2437014582497334,53.86363636363637,46.13636363636363,203.66666666666666,118.06666666666666,-19.0,0.01942913599588543,0.014899220346100478,0.02468340569945465,22.133333333333333
4,BAL,L.Jackson,0.0,234.0,84.66666666666667,0.0,1.0,0.3333333333333333,0.0,22.493333333333336,0,0.3333333333333333,16.380000000000003,0.0,22.493333333333336,0.0,0.0,0.21176470588235294,BUF,0.13580722357269137,0.16817659791373776,0.10059218994891567,47.15025906735752,52.84974093264248,187.66666666666666,116.66666666666667,-27.333333333333332,-0.19177845269194946,-0.36423310607757403,0.10186055172141113,16.0
5,BAL,L.Jackson,0.0,214.5,77.0,0.0,1.25,0.5,0.0,22.78,0,0.25,16.380000000000003,0.0,22.78,-0.7800000000000011,0.0,0.2033898305084746,CIN,0.17662342869321276,0.17848399020288286,0.17439075488160868,44.93927125506073,55.06072874493927,186.5,144.25,-5.25,0.09167448788392553,0.09314910577707643,0.09025981380756937,24.5
6,BAL,L.Jackson,0.0,241.2,72.6,0.0,1.8,0.4,0.0,24.908000000000005,0,0.2,16.380000000000003,0.2,33.42,2.7719999999999985,0.0,0.2108843537414966,WAS,0.1972591541531938,0.14779254871923167,0.25095645610453426,47.6780185758514,52.32198142414861,213.8,129.6,-16.8,0.08746409872372338,0.16620047527497644,-0.014766196637177856,23.0
7,BAL,L.Jackson,0.0,254.83333333333334,67.16666666666667,0.0,1.6666666666666667,0.3333333333333333,0.0,23.91,0,0.16666666666666666,16.380000000000003,0.16666666666666666,33.42,1.4166666666666679,0.0,0.2111111111111111,TB,0.19260457821627902,0.12021363508406126,0.27303895947429874,47.15025906735752,52.84974093264248,266.3333333333333,111.66666666666667,-20.0,-0.012678636211170984,-0.0706390558380306,0.0932346485746012,22.166666666666668
8,BAL,L.Jackson,0.0,258.57142857142856,65.0,0.0,2.142857142857143,0.2857142857142857,0.0,25.414285714285715,0,0.2857142857142857,17.650000000000002,0.2857142857142857,33.92999999999999,3.5123809523809513,0.0,0.2107843137254902,CLE,0.22473422958694847,0.10437223506305769,0.358733297382019,46.81818181818182,53.18181818181819,206.57142857142858,121.0,-14.857142857142858,-0.025509497102874458,-0.01447796927463987,-0.038459551509932466,22.285714285714285
9,BAL,L.Jackson,0.0,262.375,62.625,0.0,2.125,0.25,0.0,25.2575,0,0.25,17.650000000000002,0.25,33.93,0.5824999999999996,0.0,0.21973094170403587,DEN,0.20908399066751224,0.08765335935404964,0.3330235193221622,49.0,51.0,188.875,104.875,-21.0,-0.1956737535628554,-0.28280241471407097,-0.0680302649763247,15.0
10,BAL,L.Jackson,0.0,264.3333333333333,56.111111111111114,0.0,2.2222222222222223,0.2222222222222222,0.0,25.073333333333334,0,0.2222222222222222,17.650000000000002,0.2222222222222222,33.93,2.326666666666661,0.0,0.1976284584980237,CIN,0.22446113219773212,0.08395800257574786,0.37523179821516905,47.920433996383366,52.07956600361664,220.77777777777777,130.22222222222223,-10.88888888888889,0.04620748765615495,0.03589627837783666,0.058386387671678065,23.88888888888889
11,BAL,L.Jackson,0.0,266.9,53.8,0.0,2.4,0.2,0.0,25.856,0,0.2,17.650000000000002,0.3,33.586666666666666,1.030666666666665,0.0,0.19636363636363635,PIT,0.2325679011359041,0.0705950469490277,0.40006883908342483,48.772504091653026,51.227495908346974,233.0,86.44444444444444,-18.88888888888889,-0.08332784744545803,-0.04053023239759477,-0.1518892009052191,16.22222222222222
12,BAL,L.Jackson,0.0,261.45454545454544,53.09090909090909,0.0,2.272727272727273,0.18181818181818182,0.0,24.85818181818182,0,0.18181818181818182,15.629999999999999,0.2727272727272727,33.586666666666666,-1.0648484848484863,0.0,0.1945392491467577,LAC,0.20621452834081802,0.06889677114507974,0.3406017236451839,50.225563909774436,49.774436090225564,218.4,109.1,-17.3,-0.11744968568329778,-0.1444214116469968,-0.07337981201046817,14.3
13,BAL,L.Jackson,0.0,254.41666666666666,49.916666666666664,0.0,2.25,0.25,0.0,24.668333333333333,0,0.16666666666666666,15.63,0.25,33.586666666666666,-1.2149999999999999,0.0,0.1926605504587156,PHI,0.2196216463536207,0.09652146826833657,0.3441246754712157,49.447513812154696,50.552486187845304,194.63636363636363,99.18181818181819,-21.454545454545453,-0.09620412742463087,-0.08609260656533466,-0.11190575737687149,17.0
15,BAL,L.Jackson,0.0,253.07692307692307,52.15384615384615,0.0,2.230769230769231,0.23076923076923078,0.0,24.72307692307692,0,0.15384615384615385,15.629999999999999,0.23076923076923078,33.586666666666666,-3.776410256410255,0.0,0.1875,NYG,0.19790993066225926,0.08718213973979007,0.3072181345216199,49.937106918238996,50.062893081761004,208.76923076923077,141.84615384615384,-19.0,0.036418146328071624,0.0179340809548531,0.05738746418844558,20.692307692307693
16,BAL,L.Jackson,0.0,255.71428571428572,53.07142857142857,0.0,2.4285714285714284,0.21428571428571427,0.0,25.535714285714285,0,0.21428571428571427,16.726666666666667,0.2857142857142857,34.214999999999996,2.484285714285715,0.0,0.18635170603674542,PIT,0.2149933893974163,0.0863318242376236,0.34273154619481816,49.824150058616645,50.175849941383355,237.07142857142858,93.85714285714286,-16.785714285714285,-0.05363952603106115,-0.02543906050369581,-0.09750691685140724,18.5
17,BAL,L.Jackson,0.0,252.46666666666667,51.0,0.0,2.466666666666667,0.2,0.0,25.198666666666668,0,0.2,16.726666666666667,0.26666666666666666,34.215,2.121333333333336,0.0,0.18313253012048192,HOU,0.20941372690442955,0.08438466976605874,0.3367108848525667,49.23245614035088,50.76754385964912,218.46666666666667,104.86666666666666,-21.133333333333333,-0.08973734956977472,-0.1022242062243542,-0.07060482690855631,21.666666666666668
4,KC,P.Mahomes,0.3333333333333333,219.66666666666666,16.333333333333332,0.6666666666666666,1.6666666666666667,0.0,0.0,14.819999999999999,0,0.0,14.819999999999999,0.0,14.819999999999999,1.7763568394002505e-15,0.01098901098901099,0.0,LAC,0.03727098710557749,0.09479522256561171,-0.011685809030621825,54.49438202247191,45.50561797752809,182.66666666666666,90.33333333333333,-20.0,-0.26462443539248504,-0.2604479847145257,-0.27045918266316354,11.0
5,KC,P.Mahomes,0.25,226.0,15.25,0.5,1.5,0.0,0.0,14.365000000000002,0,0.0,14.365000000000002,0.0,14.365000000000002,-0.25833333333333464,0.008333333333333333,0.0,NO,0.0032351773376235035,0.03375077193335606,-0.02146792304939809,55.36480686695279,44.63519313304721,250.75,97.5,-18.5,-0.15748481052926444,-0.2328308165649203,-0.007758772894307153,16.0
7,KC,P.Mahomes,0.2,247.0,16.6,0.4,1.2,0.0,0.0,14.180000000000001,0,0.0,14.180000000000001,0.0,14.180000000000001,0.09333333333333194,0.006289308176100629,0.0,SF,0.03454546059453914,0.07486618084185086,0.0014679835054271263,54.83870967741935,45.16129032258064,224.33333333333334,102.0,-12.666666666666666,-0.0323935444264819,-0.03900312562794722,-0.022429847391437142,21.666666666666668
8,KC,P.Mahomes,0.16666666666666666,231.5,20.333333333333332,0.3333333333333333,1.0,0.16666666666666666,0.0,13.826666666666668,0,0.0,13.826666666666668,0.0,13.826666666666668,-0.9933333333333341,0.005376344086021506,0.0,LV,0.032264198658620416,0.10009104957380903,-0.02794943429670011,52.92553191489362,47.07446808510639,196.28571428571428,130.28571428571428,-18.571428571428573,-0.01978034806383425,-0.03958345459187935,0.003523860170826579,23.571428571428573
9,KC,P.Mahomes,0.14285714285714285,235.85714285714286,19.857142857142858,0.2857142857142857,1.1428571428571428,0.14285714285714285,0.0,14.44857142857143,0,0.0,14.44857142857143,0.0,14.44857142857143,0.11142857142857032,0.0045045045045045045,0.0,TB,0.05155048115871331,0.09017286587509736,0.018398219599585437,53.86363636363637,46.13636363636363,268.75,127.0,-18.5,0.07130346518355622,0.06777793975969422,0.07695899555100148,25.625
10,KC,P.Mahomes,0.125,242.75,18.5,0.25,1.375,0.125,0.0,15.71,0,0.0,15.71,0.125,24.539999999999996,2.5500000000000007,0.0037593984962406013,0.0,DEN,0.06583459195037374,0.07341877543555936,0.05949194739870607,54.49330783938815,45.506692160611856,195.11111111111111,107.33333333333333,-19.88888888888889,-0.1431393769582387,-0.21187309212618027,-0.05100064671155839,17.88888888888889
11,KC,P.Mahomes,0.1111111111111111,245.33333333333334,18.555555555555557,0.2222222222222222,1.3333333333333333,0.1111111111111111,0.0,15.802222222222225,0,0.0,15.802222222222225,0.1111111111111111,24.539999999999996,3.951111111111109,0.003246753246753247,0.0,BUF,0.058830213511543425,0.05348477877396078,0.06298232489792262,56.292517006802726,43.707482993197274,225.4,120.2,-17.0,-0.06271835673470813,-0.050206260652300654,-0.0809502681690733,19.3
12,KC,P.Mahomes,0.1,240.4,16.7,0.2,1.5,0.1,0.0,15.806000000000001,0,0.0,15.806000000000001,0.1,24.54,3.167333333333332,0.0029411764705882353,0.0,CAR,0.06947620779127577,0.05210452311743236,0.08251700154920254,57.1875,42.8125,232.3,159.7,-7.1,0.11554090170097184,0.13790060337446744,0.09406471407536511,30.4
13,KC,P.Mahomes,0.09090909090909091,243.0,20.636363636363637,0.18181818181818182,1.6363636363636365,0.09090909090909091,0.0,16.983636363636364,0,0.0,16.983636363636364,0.18181818181818182,26.65,3.3963636363636347,0.0026595744680851063,0.0,LV,0.08789980039252296,0.07462765414510605,0.09763931069846325,57.6271186440678,42.3728813559322,220.45454545454547,115.81818181818181,-16.0,0.04257735396861122,0.10291848782365369,-0.035823626286708064,26.90909090909091
14,KC,P.Mahomes,0.08333333333333333,248.25,19.25,0.16666666666666666,1.5833333333333333,0.08333333333333333,0.0,16.955,0,0.0,16.955,0.16666666666666666,26.649999999999995,3.458333333333332,0.0023752969121140144,0.0,LAC,0.07672475048466869,0.05808670040238922,0.08950748394817892,59.2496765847348,40.7503234152652,217.16666666666666,117.91666666666667,-15.333333333333334,-0.09264101759036905,-0.12918739956795672,-0.039313133684297265,15.5
15,KC,P.Mahomes,0.07692307692307693,245.30769230769232,19.076923076923077,0.15384615384615385,1.5384615384615385,0.07692307692307693,0.0,16.735384615384614,0,0.0,16.735384615384614,0.15384615384615385,26.65,3.097948717948718,0.002183406113537118,0.0,CLE,0.07497203374480974,0.062317053985773266,0.0835115729318018,59.569377990430624,40.430622009569376,230.69230769230768,125.92307692307692,-15.846153846153847,0.020161722408239015,0.0634839599497629,-0.031774293357915345,24.384615384615383
16,KC,P.Mahomes,0.07142857142857142,239.14285714285714,18.714285714285715,0.14285714285714285,1.5714285714285714,0.07142857142857142,0.0,16.665714285714284,0,0.0,16.665714285714284,0.14285714285714285,26.65,-1.1657142857142837,0.002008032128514056,0.0030211480362537764,HOU,0.06256956293978772,0.04794338340787502,0.07260444175397592,59.185918591859185,40.814081408140815,215.5,103.35714285714286,-22.0,-0.1091803470390574,-0.12951859930544832,-0.07815068723685975,21.285714285714285
17,KC,P.Mahomes,0.06666666666666667,240.53333333333333,19.666666666666668,0.13333333333333333,1.5333333333333334,0.13333333333333333,0.0,17.134666666666664,0,0.0,17.134666666666664,0.2,25.666666666666668,0.718666666666671,0.0018552875695732839,0.002824858757062147,PIT,0.06868093686068932,0.04644831000746895,0.0838254614244684,59.365404298874104,40.634595701125896,234.13333333333333,101.93333333333334,-16.266666666666666,-0.041948931047258886,-0.014409056135322128,-0.08248947316622728,19.133333333333333
4,NO,D.Carr,0.0,195.0,5.666666666666667,0.0,2.0,0.3333333333333333,0.0,17.033333333333335,0,0.3333333333333333,7.98,0.0,17.033333333333335,0.0,0.0,0.02040816326530612,ATL,0.16224983556947575,0.04754712832534406,0.3317359253779688,40.588235294117645,59.411764705882355,181.0,144.33333333333334,-9.0,0.012199252825641408,0.0020307492647680617,0.0214792463666326,20.333333333333332
5,NO,D.Carr,0.0,206.0,5.5,0.0,1.5,0.25,0.0,14.790000000000001,0,0.5,8.02,0.5,21.56,-2.1700000000000017,0.0,0.031007751937984496,KC,0.12048806045649967,0.05539514778506387,0.20327613385415103,44.166666666666664,55.833333333333336,234.0,99.25,-7.25,-0.02017593925172696,0.03859329224858619,-0.10026342139431059,18.0
6,NO,D.Carr,0.0,197.8,4.4,0.0,1.6,0.2,0.0,14.352,0,0.4,8.02,0.4,21.560000000000002,-4.8053333333333335,0.0,0.028169014084507043,TB,0.08108534417117436,0.033069855264518236,0.13151887928176284,48.797250859106526,51.20274914089347,271.0,117.8,-19.8,0.05885307214662414,0.01015158435501907,0.14552521143676878,22.4
7,NO,D.Carr,0.0,197.8,4.4,0.0,1.6,0.2,0.0,14.352,0,0.4,8.02,0.4,21.560000000000002,-4.8053333333333335,0.0,0.025,DEN,-0.0033633960179949235,0.0036876650955120563,-0.009797970913927551,52.38095238095239,47.61904761904761,188.66666666666666,112.0,-20.5,-0.15687276921135843,-0.22114202721896706,-0.07211768521382439,16.0
8,NO,D.Carr,0.0,197.8,4.4,0.0,1.6,0.2,0.0,14.352,0,0.4,8.02,0.4,21.560000000000002,-4.8053333333333335,0.0,0.022598870056497175,LAC,-0.05868929957171649,0.009642925196609642,-0.11473371199135232,54.976303317535546,45.023696682464454,190.66666666666666,110.0,-14.5,-0.15555109636396944,-0.16019617416553125,-0.14911680340921352,13.833333333333334
9,NO,D.Carr,0.0,197.8,4.4,0.0,1.6,0.2,0.0,14.352,0,0.4,8.02,0.4,21.560000000000002,-4.8053333333333335,0.0,0.02040816326530612,CAR,-0.08039865695321839,-0.004358289861222408,-0.13833417473759632,56.93877551020409,43.06122448979592,237.125,154.125,-6.25,0.14350620670152442,0.20708971069581666,0.08265480639448694,33.125
10,NO,D.Carr,0.0,204.16666666666666,3.6666666666666665,0.0,1.5,0.16666666666666666,0.0,14.200000000000001,0,0.3333333333333333,8.02,0.3333333333333333,21.560000000000002,-2.833333333333334,0.0,0.01694915254237288,ATL,-0.049172946917903526,0.029498977699567473,-0.11293319954905646,55.39823008849557,44.60176991150443,220.33333333333334,127.88888888888889,-5.666666666666667,0.024488570986361577,0.044848957526846436,-0.001840924861173054,23.11111111111111
11,NO,D.Carr,0.0,213.42857142857142,5.571428571428571,0.0,1.5714285714285714,0.14285714285714285,0.0,15.094285714285714,0,0.2857142857142857,8.02,0.2857142857142857,21.560000000000002,0.4057142857142857,0.0,0.019305019305019305,CLE,-0.045152352720402716,0.0023940400240698182,-0.08460574244453953,54.87012987012987,45.12987012987013,224.0,118.77777777777777,-18.444444444444443,-0.003734017720691805,0.02342281819922035,-0.03822079607916432,23.0
13,NO,D.Carr,0.0,217.75,5.875,0.0,1.625,0.125,0.0,15.547500000000001,0,0.25,8.02,0.125,21.82,1.992499999999998,0.0,0.021052631578947368,LA,-0.014815447310806314,0.04342915035153789,-0.06332557182624064,54.761904761904766,45.23809523809524,236.63636363636363,144.45454545454547,-21.181818181818183,0.04737120220253656,0.07282298536002742,0.021384396576269612,25.09090909090909
14,NO,D.Carr,0.0,214.0,6.555555555555555,0.0,1.5555555555555556,0.1111111111111111,0.0,15.437777777777777,0,0.2222222222222222,8.02,0.1111111111111111,21.820000000000004,2.475555555555557,0.0,0.01910828025477707,NYG,-0.019039639154900482,0.03234730056615581,-0.06197050018768171,54.79082321187584,45.209176788124154,207.91666666666666,145.91666666666666,-19.0,0.047458882631359625,0.011662423938600628,0.08843205996584068,21.25
15,NO,D.Carr,0.0,214.5,7.1,0.0,1.5,0.1,0.0,15.089999999999998,0,0.2,8.02,0.2,21.560000000000002,-0.00999999999999801,0.0,0.020289855072463767,WAS,-0.024217660859961958,0.006689266334829451,-0.0503585665714444,54.46650124069479,45.53349875930521,204.15384615384616,137.07692307692307,-14.384615384615385,0.028891669665802075,0.07393810883054151,-0.020522152797457862,22.76923076923077
16,NO,D.Carr,0.0,214.5,7.1,0.0,1.5,0.1,0.0,15.089999999999998,0,0.2,8.02,0.2,21.560000000000002,-0.00999999999999801,0.0,0.019444444444444445,GB,-0.03018069935565932,-0.002471733824447207,-0.052900848966935185,55.309218203033836,44.690781796966164,234.35714285714286,100.71428571428571,-18.928571428571427,-0.061906406446570056,-0.05126303461174899,-0.07779203605078062,19.642857142857142
