week,off_team_name,player_name,receptions_avg,average_passing_yards,average_rushing_yards,average_recieving_yards,passing_tds_avg,rushing_tds_avg,recieving_tds_avg,average_fantasy_points,week_fantasy_points,bust_percent,bust_points_average,boom_percent,boom_points_average,last_three_weeks_diff,redzone_carries,redzone_targets,completion_percentage,position_ranking,position,passing_target_percentage,rushing_percentage,def_team_name,epa_per_play,epa_per_rush,epa_per_pass,pass_percent,rush_percent,third_down_completion,fourth_down_completion,success_rate,home_team,win_percentage,allowed_passing_yards,allowed_rushing_yards,sack_yards,avg_epa_against,pass_epa_against,rush_epa_against,points_against,third_down_allowed,fourth_down_allowed
15,TEN,R.Tannehill,0.0,228.07692307692307,17.307692307692307,0.0,1.0769230769230769,0.46153846153846156,0.0,15.623076923076924,9.92,0.15384615384615385,-6.953076923076924,0.0,0.0,-4.32974358974359,11,0,0.6039387308533917,1,0,0.0,0.04450261780104712,PIT,0.007499588491244446,0.022312858715607713,-0.005507185364294,53.42624854819977,46.573751451800234,0.41040462427745666,0.6190476190476191,0.4897959183673469,1,0.6923076923076923,246.15384615384616,133.3846153846154,-17.384615384615383,0.045480020841093094,0.048441339139664655,0.04155415886812965,24.307692307692307,0.3553113553113553,0.08116883116883117
16,TEN,R.Tannehill,0.0,222.71428571428572,17.357142857142858,0.0,1.0,0.5,0.0,15.215714285714286,14.559999999999999,0.07142857142857142,-7.095714285714285,0.07142857142857142,6.264285714285714,-3.6890476190476207,13,0,0.6064908722109533,1,0,0.0,0.04964539007092199,SF,-0.010294857248078876,0.020659338204492693,-0.03813456486250671,52.822151224707135,47.177848775292865,0.41361256544502617,0.6086956521739131,0.4716981132075472,1,0.6428571428571429,231.92857142857142,105.64285714285714,-19.928571428571427,-0.035486954539288795,-0.022703403622466135,-0.05314746707755828,22.285714285714285,0.36462093862815886,0.07719298245614035
17,TEN,R.Tannehill,0.0,221.8,17.666666666666668,0.0,1.0,0.4666666666666667,0.0,15.172,13.5,0.06666666666666667,-7.052,0.13333333333333333,6.167999999999999,-1.4986666666666686,13,0,0.6102661596958175,1,0,0.0,0.0515695067264574,MIA,-0.006303083302669188,0.011602798636225072,-0.022181235808943957,53.15947843530592,46.84052156469408,0.4251207729468599,0.6086956521739131,0.48214285714285715,1,0.6666666666666666,251.0,102.13333333333334,-23.6,-0.04333000334224842,-0.05675013118488353,-0.020413761646052863,20.466666666666665,0.376984126984127,0.08455882352941177
4,ARI,K.Murray,0.0,335.0,23.333333333333332,0.0,2.3333333333333335,1.0,0.0,28.400000000000002,22.62,0.3333333333333333,-9.860000000000003,0.0,0.0,-7.105427357601002e-15,5,0,0.7289719626168224,1,0,0.0,0.10810810810810811,LA,0.17687468108565968,0.05864262507884972,0.2680822671480559,56.02094240837696,43.97905759162304,0.3548387096774194,1.0,0.6363636363636364,0,1.0,300.3333333333333,93.0,-25.333333333333332,-0.011717560042619035,-0.043332628875888665,0.05694641757963838,18.666666666666668,0.3758620689655172,0.10810810810810811
5,ARI,K.Murray,0.0,318.25,27.25,0.0,2.25,0.75,0.0,26.955,13.66,0.25,-8.415,0.5,6.3750000000000036,-2.2016666666666644,6,0,0.7183098591549296,1,0,0.0,0.09259259259259259,SF,0.21325725660099462,0.11058230595230877,0.30053096465237755,53.78787878787878,46.21212121212121,0.4318181818181818,1.0,0.6428571428571429,0,1.0,234.5,112.0,-16.25,-0.034713612846113,-0.049972679784826904,-0.013470598088295614,25.5,0.36462093862815886,0.07719298245614035
6,ARI,K.Murray,0.0,302.4,22.0,0.0,2.0,0.6,0.0,24.296,25.759999999999998,0.2,-10.636,0.4,9.034000000000002,-6.0226666666666695,7,0,0.7085714285714285,1,0,0.0,0.10606060606060606,CLE,0.17261092151973725,0.08785562633227469,0.24266876667469175,54.51713395638629,45.482866043613704,0.41509433962264153,1.0,0.5882352941176471,0,1.0,240.0,73.4,-23.4,0.012895458120389757,0.04133521336091412,-0.03605373599551281,22.8,0.35208333333333336,0.109375
7,ARI,K.Murray,0.0,290.1666666666667,19.333333333333332,0.0,2.3333333333333335,0.5,0.0,24.540000000000003,21.439999999999998,0.3333333333333333,-8.440000000000003,0.3333333333333333,8.79,-3.860000000000003,11,0,0.6956521739130435,1,0,0.0,0.12727272727272726,HOU,0.1804693371049013,0.06931939763498596,0.2758956266010237,53.48837209302325,46.51162790697674,0.44776119402985076,1.0,0.6190476190476191,0,1.0,252.16666666666666,140.66666666666666,-10.0,0.09541061919451024,0.11529783779125945,0.07226912846374751,28.666666666666668,0.38413361169102295,0.07722007722007722
8,ARI,K.Murray,0.0,286.0,18.0,0.0,2.4285714285714284,0.42857142857142855,0.0,24.09714285714286,9.06,0.14285714285714285,-10.43714285714286,0.2857142857142857,9.232857142857142,-3.8104761904761943,13,0,0.6861924686192469,1,0,0.0,0.12626262626262627,GB,0.1669558916084832,0.044970620805026645,0.27504410624445735,52.6431718061674,47.3568281938326,0.45569620253164556,1.0,0.64,0,1.0,229.42857142857142,120.14285714285714,-19.285714285714285,0.013349743568280633,-0.024286284239756047,0.06958239688146489,20.857142857142858,0.39316239316239315,0.11428571428571428
13,ARI,K.Murray,0.0,284.5,18.375,0.0,2.125,0.375,0.0,22.2175,30.82,0.25,-10.857500000000002,0.25,11.1125,-3.4641666666666673,17,0,0.6788321167883211,1,0,0.0,0.09933774834437085,CHI,0.10207543042721032,-0.008701446951543361,0.19526867647600307,54.107648725212464,45.892351274787536,0.44274809160305345,0.6923076923076923,0.5609756097560976,0,0.8181818181818182,231.1818181818182,117.81818181818181,-22.09090909090909,0.03181313446721362,0.05109535627780712,0.007388986840461825,23.09090909090909,0.3263598326359833,0.10714285714285714
14,ARI,K.Murray,0.0,266.55555555555554,22.88888888888889,0.0,2.111111111111111,0.5555555555555556,0.0,23.173333333333332,17.42,0.2222222222222222,-11.813333333333333,0.3333333333333333,9.320000000000002,-2.7333333333333307,23,0,0.6793103448275862,1,0,0.0,0.10810810810810811,LA,0.10481125298543917,-0.008984787165281059,0.20676557322199815,52.638522427440634,47.361477572559366,0.44366197183098594,0.6666666666666666,0.5777777777777777,0,0.8333333333333334,255.41666666666666,101.08333333333333,-18.75,-0.02362579881379334,0.020906809708137637,-0.09143681633582462,20.5,0.3758620689655172,0.10810810810810811
15,ARI,K.Murray,0.0,278.2,26.7,0.0,1.9,0.5,0.0,22.598000000000003,12.58,0.2,-11.238000000000003,0.3,9.895333333333332,-3.498000000000001,23,0,0.6676384839650146,1,0,0.0,0.10857142857142857,DET,0.08973905982063801,-0.017061057000845713,0.17933647326148003,54.26170468187274,45.73829531812726,0.45222929936305734,0.631578947368421,0.5714285714285714,0,0.7692307692307693,253.6153846153846,134.6153846153846,-11.76923076923077,0.11209309792257725,0.20936362681351153,0.006716691624065033,26.307692307692307,0.36086956521739133,0.12096774193548387
16,ARI,K.Murray,0.0,276.27272727272725,24.545454545454547,0.0,1.8181818181818181,0.45454545454545453,0.0,21.687272727272727,21.200000000000003,0.2727272727272727,-9.920606060606062,0.2727272727272727,10.806060606060607,-1.413939393939394,24,0,0.6511627906976745,1,0,0.0,0.1111111111111111,IND,0.06657621760694468,-0.019882137252898533,0.13501519590281255,55.73951434878587,44.260485651214125,0.45348837209302323,0.5909090909090909,0.5471698113207547,0,0.7142857142857143,242.42857142857142,106.78571428571429,-14.5,-0.010436427735134323,0.023567513456991755,-0.06303466909576443,21.0,0.37093275488069416,0.1282051282051282
17,ARI,K.Murray,0.0,273.6666666666667,28.666666666666668,0.0,1.75,0.4166666666666667,0.0,21.646666666666665,22.92,0.25,-9.879999999999997,0.25,10.84666666666667,-4.579999999999998,24,0,0.6488372093023256,1,0,0.0,0.11311053984575835,DAL,0.06733490808490278,-0.0006879684054584193,0.11964085377804558,56.49484536082474,43.50515463917526,0.4540540540540541,0.56,0.5263157894736842,0,0.6666666666666666,253.93333333333334,106.46666666666667,-17.4,-0.14025641833871477,-0.20638902126514416,-0.03150077942212994,19.666666666666668,0.34444444444444444,0.10839160839160839
4,LV,D.Carr,0.0,401.0,4.333333333333333,0.0,2.0,0.0,0.0,23.14,14.44,0.0,0.0,0.0,0.0,3.552713678800501e-15,3,0,0.6197183098591549,1,0,0.0,0.06666666666666667,LAC,0.05063270200777736,-0.26917566911616886,0.22907650328708068,64.25339366515837,35.74660633484163,0.46511627906976744,0.3333333333333333,0.5,1,1.0,208.0,162.33333333333334,-9.0,0.06293808597286536,0.09942605614034374,0.022207328576610376,20.0,0.44042553191489364,0.12608695652173912
5,LV,D.Carr,0.0,349.75,4.75,0.0,2.0,0.0,0.0,20.965,7.24,0.25,-6.525,0.0,0.0,-1.0116666666666667,4,0,0.6055555555555555,1,0,0.0,0.06593406593406594,CHI,-0.027379798736924334,-0.2758217038909767,0.10904783704131255,64.98194945848375,35.018050541516246,0.42857142857142855,0.3333333333333333,0.4375,1,0.75,254.25,108.75,-29.5,-0.02958222776911126,0.013985995871904695,-0.08681891372887736,22.75,0.3263598326359833,0.10714285714285714
6,LV,D.Carr,0.0,321.0,5.8,0.0,1.6,0.0,0.0,18.220000000000002,21.54,0.2,-10.980000000000002,0.0,0.0,-3.9133333333333358,4,0,0.5981735159817352,1,0,0.0,0.07339449541284404,DEN,-0.046426720502095106,-0.22305817860012725,0.04984160974090818,64.79289940828401,35.20710059171598,0.4142857142857143,0.3333333333333333,0.4,1,0.6,222.8,84.8,-15.8,-0.09387161523938584,-0.106505669130368,-0.07361160089168468,15.2,0.3796680497925311,0.108
7,LV,D.Carr,0.0,324.3333333333333,4.666666666666667,0.0,1.6666666666666667,0.0,0.0,18.773333333333333,19.02,0.16666666666666666,-11.533333333333333,0.0,0.0,-4.366666666666667,4,0,0.6008064516129032,1,0,0.0,0.06870229007633588,PHI,0.003693129756176964,-0.18699700846562886,0.11254541699112443,63.75321336760925,36.246786632390744,0.4074074074074074,0.3333333333333333,0.4782608695652174,1,0.6666666666666666,213.66666666666666,133.16666666666666,-12.0,0.05115953931095879,0.0847929236844435,0.012235510204566386,24.0,0.406,0.10317460317460317
9,LV,D.Carr,0.0,324.14285714285717,4.142857142857143,0.0,1.7142857142857142,0.0,0.0,18.808571428571433,10.34,0.14285714285714285,-11.568571428571433,0.0,0.0,-2.8752380952381014,4,0,0.6382978723404256,1,0,0.0,0.05732484076433121,NYG,0.042212940642655426,-0.16380738201564213,0.16552437464251235,62.52771618625277,37.472283813747225,0.4,0.4,0.5185185185185185,1,0.7142857142857143,250.75,121.375,-13.75,0.05304186276759831,0.09040685072198773,0.0012793565188569844,24.25,0.3501006036217304,0.10181818181818182
10,LV,D.Carr,0.0,320.625,4.25,0.0,1.625,0.0,0.0,17.75,18.240000000000002,0.25,-8.96,0.25,6.340000000000002,-0.7833333333333314,5,0,0.6382978723404256,1,0,0.0,0.056818181818181816,KC,0.02945935516735011,-0.12338043152449821,0.11734223251516292,63.51351351351351,36.486486486486484,0.39215686274509803,0.45454545454545453,0.5161290322580645,1,0.625,263.0,121.22222222222223,-10.444444444444445,0.1348699613612223,0.1989989672144192,0.048324179125713136,24.555555555555557,0.4159132007233273,0.1487603305785124
11,LV,D.Carr,0.0,314.0,5.777777777777778,0.0,1.6666666666666667,0.0,0.0,17.804444444444446,8.6,0.2222222222222222,-9.014444444444447,0.2222222222222222,6.285555555555556,-1.9377777777777787,6,0,0.6420765027322405,1,0,0.0,0.053475935828877004,CIN,0.011696076710082853,-0.12539975328612232,0.08773241939705377,64.32337434094903,35.67662565905096,0.36936936936936937,0.46153846153846156,0.5142857142857142,1,0.5555555555555556,271.55555555555554,100.88888888888889,-15.444444444444445,-0.018239438489813072,-0.004829899387030647,-0.042064153594756605,21.22222222222222,0.3694915254237288,0.0784313725490196
12,LV,D.Carr,0.0,304.1,5.2,0.0,1.6,0.0,0.0,16.884,21.02,0.3,-8.157333333333334,0.2,7.206000000000001,-4.490666666666668,6,0,0.6430379746835443,1,0,0.0,0.04878048780487805,DAL,-0.0025163798508420886,-0.13366206648060194,0.07106145992065953,64.12337662337663,35.87662337662338,0.3559322033898305,0.46153846153846156,0.5,1,0.5,263.9,102.1,-17.2,-0.07093419805728791,-0.09573563472492905,-0.02956139787629016,20.8,0.34444444444444444,0.10839160839160839
13,LV,D.Carr,0.0,310.3636363636364,6.636363636363637,0.0,1.5454545454545454,0.0,0.0,17.26,12.360000000000001,0.2727272727272727,-8.533333333333337,0.18181818181818182,6.83,-1.3066666666666684,6,0,0.6361556064073226,1,0,0.0,0.04201680672268908,WAS,0.002331332885129718,-0.12493715314321874,0.0770194115402638,63.150289017341045,36.84971098265896,0.3435114503816794,0.46153846153846156,0.4878048780487805,1,0.5454545454545454,273.27272727272725,87.0,-10.363636363636363,0.09311211248173187,0.18641442722988702,-0.06840281893104085,25.454545454545453,0.39759036144578314,0.11290322580645161
14,LV,D.Carr,0.0,305.25,8.083333333333334,0.0,1.4166666666666667,0.0,0.0,16.851666666666667,10.52,0.25,-8.125,0.16666666666666666,7.238333333333335,-2.8583333333333343,6,0,0.6401673640167364,1,0,0.0,0.03968253968253968,KC,-0.0004940494573866933,-0.1195938608569025,0.06763616523566968,63.81842456608812,36.18157543391188,0.3381294964028777,0.46153846153846156,0.4772727272727273,1,0.5,258.4166666666667,114.75,-11.25,0.06072068325833852,0.08127555047686699,0.029995812050154825,21.083333333333332,0.4159132007233273,0.1487603305785124
15,LV,D.Carr,0.0,302.0,7.461538461538462,0.0,1.3846153846153846,0.0,0.0,16.364615384615384,10.139999999999999,0.23076923076923078,-7.637948717948717,0.15384615384615385,7.725384615384618,-1.731282051282049,6,0,0.6432637571157496,1,0,0.0,0.03787878787878788,CLE,-0.02646456106196269,-0.13864641841749495,0.0345658818829257,65.06172839506172,34.93827160493827,0.34,0.5,0.4583333333333333,1,0.46153846153846156,228.15384615384616,102.0,-16.923076923076923,0.009112207750210924,0.026518591130111742,-0.01595078097717791,22.23076923076923,0.35208333333333336,0.109375
16,LV,D.Carr,0.0,297.2857142857143,7.428571428571429,0.0,1.3571428571428572,0.0,0.0,15.92,8.540000000000001,0.14285714285714285,-8.0,0.14285714285714285,8.170000000000002,-4.913333333333332,8,0,0.6431095406360424,1,0,0.0,0.041666666666666664,DEN,-0.025152606212561553,-0.12571353602881868,0.030247324213485558,64.75972540045767,35.24027459954233,0.3496932515337423,0.5333333333333333,0.4423076923076923,1,0.5,226.71428571428572,106.07142857142857,-15.357142857142858,-0.021653449307957737,-0.05051530266857728,0.02239885318983,16.5,0.3796680497925311,0.108
17,LV,D.Carr,0.0,290.8666666666667,7.266666666666667,0.0,1.3333333333333333,0.0,0.0,15.428,10.200000000000001,0.2,-7.301333333333335,0.2,7.812,-5.694666666666668,8,0,0.6475548060708263,1,0,0.0,0.040372670807453416,IND,-0.029756832575144873,-0.11411596913125771,0.019805987689191798,63.28708644610459,36.71291355389541,0.3620689655172414,0.5625,0.44642857142857145,1,0.5333333333333333,242.6,108.53333333333333,-13.533333333333333,-0.004279845567411505,0.01700304337256133,-0.037776210546800595,20.666666666666668,0.37093275488069416,0.1282051282051282
4,BAL,L.Jackson,0.0,253.66666666666666,83.66666666666667,0.0,1.0,0.6666666666666666,0.0,23.180000000000003,19.44,0.0,0.0,0.3333333333333333,9.080000000000002,0.0,5,0,0.5578947368421052,1,0,0.0,0.25,DEN,0.0921336670458194,0.07111426779151221,0.11292705125438143,50.0,50.0,0.30303030303030304,0.75,0.5,0,0.6666666666666666,181.66666666666666,58.0,-19.333333333333332,-0.26737794621046973,-0.34575932888952904,-0.0805967789752646,8.666666666666666,0.3796680497925311,0.108
5,BAL,L.Jackson,0.0,269.25,69.75,0.0,1.0,0.5,0.0,22.245,41.879999999999995,0.0,0.0,0.25,10.015000000000004,1.4149999999999991,6,0,0.5555555555555556,1,0,0.0,0.23853211009174313,IND,0.0948056385366091,0.026677980709479118,0.1572986780472096,51.92307692307693,48.07692307692308,0.34,0.75,0.5333333333333333,0,0.75,229.75,114.5,-15.25,0.06210250606700572,0.21130550720343738,-0.09965028021174263,24.25,0.37093275488069416,0.1282051282051282
6,BAL,L.Jackson,0.0,303.8,68.2,0.0,1.6,0.4,0.0,26.172000000000004,11.780000000000001,0.6,-7.265333333333337,0.4,10.897999999999996,0.6946666666666594,10,0,0.6153846153846154,1,0,0.0,0.25984251968503935,LAC,0.15385309435971833,-0.0010676365027889737,0.28164081586212547,54.65465465465466,45.34534534534534,0.3448275862068966,0.75,0.5555555555555556,0,0.8,215.2,151.4,-12.4,0.03485777647205516,0.03239904269471535,0.03774411612371492,23.2,0.44042553191489364,0.12608695652173912
7,BAL,L.Jackson,0.0,281.0,65.33333333333333,0.0,1.5,0.3333333333333333,0.0,23.77333333333333,23.08,0.16666666666666666,-11.993333333333329,0.3333333333333333,13.29666666666667,0.5933333333333337,11,0,0.6179245283018868,1,0,0.0,0.2389937106918239,CIN,0.13614973674877767,0.035146278474944,0.22446677031188825,53.1328320802005,46.8671679197995,0.37681159420289856,0.75,0.5714285714285714,0,0.8333333333333334,254.16666666666666,89.83333333333333,-17.166666666666668,-0.04845654994060818,-0.007165441015832187,-0.12369812620353333,17.5,0.3694915254237288,0.0784313725490196
9,BAL,L.Jackson,0.0,277.57142857142856,68.57142857142857,0.0,1.4285714285714286,0.2857142857142857,0.0,23.674285714285713,30.64,0.14285714285714285,-11.894285714285711,0.2857142857142857,13.395714285714288,1.9057142857142857,12,0,0.5887096774193549,1,0,0.0,0.24858757062146894,MIN,0.0933636030990969,0.04848821279513854,0.12958192991922077,55.1063829787234,44.8936170212766,0.36470588235294116,0.5,0.56,0,0.7142857142857143,267.14285714285717,121.0,-23.0,-0.06053944580105151,-0.1122350387454833,0.01403780303681731,21.571428571428573,0.3333333333333333,0.09818181818181818
10,BAL,L.Jackson,0.0,276.125,75.0,0.0,1.625,0.25,0.0,24.545,15.42,0.25,-9.655000000000001,0.375,10.381666666666666,-2.7116666666666696,15,0,0.5924657534246576,1,0,0.0,0.2641509433962264,MIA,0.0885015613072864,0.0693394908010143,0.10451282156252714,54.203935599284435,45.796064400715565,0.37,0.6363636363636364,0.5862068965517241,0,0.75,287.77777777777777,110.55555555555556,-15.777777777777779,0.07756396690484928,0.1484583940424934,-0.03973408526834372,26.666666666666668,0.376984126984127,0.08455882352941177
12,BAL,L.Jackson,0.0,271.8888888888889,71.0,0.0,1.5555555555555556,0.2222222222222222,0.0,23.531111111111112,9.400000000000002,0.2222222222222222,-9.931111111111111,0.3333333333333333,11.395555555555555,-0.48444444444444557,15,0,0.5905044510385756,1,0,0.0,0.23193916349809887,CLE,0.03117694848332518,0.04664478926002842,0.018891293699745737,55.55555555555556,44.44444444444444,0.35384615384615387,0.6666666666666666,0.5555555555555556,0,0.7,228.54545454545453,98.0,-17.636363636363637,0.031147874331506585,0.05227684346346659,-5.036915240311593e-05,22.818181818181817,0.35208333333333336,0.109375
13,BAL,L.Jackson,0.0,261.2,70.7,0.0,1.5,0.2,0.0,22.118000000000002,17.62,0.3,-9.918000000000001,0.3,12.808666666666666,-3.631333333333334,15,0,0.5902964959568733,1,0,0.0,0.23825503355704697,PIT,0.012859221193209473,0.039320518674172425,-0.008854235830642865,54.63917525773196,45.36082474226804,0.36551724137931035,0.6923076923076923,0.525,0,0.7272727272727273,249.0,125.9090909090909,-17.454545454545453,0.05068631098401704,0.07936989556960437,0.01197835946713446,23.727272727272727,0.3553113553113553,0.08116883116883117
14,BAL,L.Jackson,0.0,260.45454545454544,69.27272727272727,0.0,1.4545454545454546,0.18181818181818182,0.0,21.70909090909091,1.1800000000000002,0.2727272727272727,-9.50909090909091,0.2727272727272727,13.217575757575757,-7.562424242424244,17,0,0.5817307692307693,1,0,0.0,0.2375,CLE,0.014742674828343932,0.04000750979748043,-0.005425349615565449,55.43735224586288,44.56264775413711,0.37888198757763975,0.6923076923076923,0.5348837209302325,0,0.6666666666666666,223.25,101.75,-17.0,0.011406093695745818,0.02137213463902737,-0.002559922864226943,22.25,0.35208333333333336,0.109375
11,CHI,A.Dalton,0.0,90.0,12.666666666666666,0.0,0.3333333333333333,0.0,0.0,4.866666666666667,16.04,0.0,0.0,0.0,0.0,0.0,1,0,0.6851851851851852,2,0,0.0,0.0,BAL,-0.11569362397709675,-0.00242213276207111,-0.22470678845471534,50.75471698113208,49.24528301886792,0.3490566037735849,0.2727272727272727,0.3235294117647059,0,0.3333333333333333,297.3333333333333,87.0,-15.222222222222221,0.05404828160410039,0.12421768642465063,-0.076428881954112,22.77777777777778,0.32548179871520344,0.10507246376811594
12,CHI,A.Dalton,0.0,117.75,9.5,0.0,0.75,0.0,0.0,7.66,15.78,0.25,-7.34,0.25,8.379999999999999,0.706666666666667,1,0,0.6075949367088608,2,0,0.0,0.0,DET,-0.11818735772958926,-0.013941876589304167,-0.213458062347863,52.21088435374149,47.7891156462585,0.3333333333333333,0.35714285714285715,0.34210526315789475,0,0.3,246.6,139.5,-12.7,0.10851686822573513,0.20791724897137695,0.004721232549163581,26.1,0.36086956521739133,0.12096774193548387
13,CHI,A.Dalton,0.0,157.6,9.8,0.0,0.8,0.0,0.0,9.284,11.76,0.2,-8.964,0.4,6.625999999999999,1.4293333333333322,4,0,0.6050420168067226,1,0,0.0,0.0,ARI,-0.09980820668578144,-0.03876009781969182,-0.1535376826176322,53.05810397553516,46.94189602446483,0.34108527131782945,0.35714285714285715,0.34146341463414637,0,0.36363636363636365,209.54545454545453,111.54545454545455,-16.0,-0.14224798596195068,-0.1961208716666434,-0.060495357849771045,17.09090909090909,0.36345776031434185,0.12403100775193798
